Date,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,LMT,L,LOW,LYB,MTB,MAC,M,MRO,MPC,MAR,MMC,MLM,MAS,MA,MAT,MKC,MCD,MCK,MDT
2000-01-14,32.379116,9.96174,,,1.290058,,16.460844,20.1875,,35.95261400000001,6.303186,25.412029,15.51625,43.489922,19.804674,230.0,8.095262,6.8268710000000015,15.83077,8.65625,,,39.141449,,6.014892,15.55906,,,2.22174,64.25,13.247160999999998,,14.592848000000002,36.597431,1108.591553,34.389339,,,4.659842,33.605872999999995,15.996363,,,2.651042,,7.246469,20.543518,3.015625,,13.202224,8.70134,11.000702,,27.179045,7.763603999999999,17.667337,4.867311,,12.862456,33.096813,39.02771,13.069028,,7.08673,9.423968,27.459797,23.087706,33.796288
2000-01-18,31.665915,9.745182000000002,,,1.294818,,15.886810999999998,19.5,,33.65834,6.303186,26.367056,14.454734,45.477581,18.848848,211.5,8.080459,6.6884869999999985,15.863403,8.265625,,,37.551697,,5.975579,15.478644,,,2.107217,64.125,12.801457,,14.242193,34.776173,1053.313965,34.671215000000004,,,4.462948,33.232002,15.47723,,,2.653646,,7.187711,20.88879,2.9375,,12.880217,8.737366999999999,10.822862,,27.16288,7.78482,17.690403,4.949212,,12.69063,32.519314,38.614174,13.139671,,6.949789,8.909936,26.744904,23.470676,34.181442
2000-01-19,32.216084,9.546668,,,1.275777,,15.66961,19.59375,,33.847279,6.275171,26.034874,13.596484,44.523502,18.887087,224.75,7.8880690000000016,6.711553,15.79812,8.53125,,,38.209518,,6.027997,15.157017000000002,,,2.1415740000000003,66.8125,13.123352,,14.431005,34.173846999999995,1032.660767,35.178596,,,4.476071,33.39817,15.283522,,,2.625,,7.246469,20.342106,2.679688,,13.322976,8.647291000000001,10.746645,,26.645494,7.912091999999999,17.644262,4.996015,,12.764268,32.778191,38.355724,13.24564,,6.8470830000000005,8.717172999999999,27.308807,22.923569,34.614723
2000-01-20,31.013849,9.257922,,,1.204371,,15.840265,19.5,,33.550369,6.233148,25.993351,14.703174,43.330906,18.275352,234.0,7.695676,6.619297,15.79812,9.96875,,,37.277573,,6.263875,15.277626,,,2.068564,64.75,13.073829,,14.269162,34.740295,1023.851624,36.53162800000001,,,4.2398,32.692005,14.605546,,,2.802083,,7.1681300000000014,20.140707,2.671875,,13.242477,8.413088,10.314748,,26.435299,8.124212,17.073414,4.820509,,12.641534,32.200695,36.598175,12.786456,,6.710143,8.610084,27.429634000000004,22.102926,33.892567
2000-01-21,30.952721,9.005267,,,1.152007,,15.60755,18.9375,,34.549057,6.240153,24.581572,14.003022,43.728428,17.701857,269.0,7.532883999999999,6.711553,15.732837,11.03125,,,35.523342,,7.010822,15.116813,,,2.0156,62.0625,13.172873,,14.673771,34.804836,1010.185181,38.899406,,,4.042905,30.988852,14.683025,,,2.703125,,7.226882000000002,20.083158,2.6054630000000003,,13.524232,8.449122000000001,9.628793,,26.63336,8.039361999999999,16.191214000000002,4.984312999999998,,12.592441,32.34008,36.288006,12.751133,,6.504728,8.567248,26.462952,21.993507,33.555565
2000-01-24,30.239523,8.662385,,,1.142487,,15.033514000000002,17.25,,34.549057,6.205135,24.540047,13.844918,43.569431,18.466516,262.0625,7.1333,6.596234,15.667562,11.765625,,,34.317291,,7.259808,14.674563,,,2.0156,70.125,13.247160999999998,,14.619822,34.876545,987.102295,37.884651,,,4.082283,28.662607,14.043791,,,2.84375,,7.0310320000000015,19.766663,2.46875,,12.598465,8.286984,9.50176,,26.192774,7.912091999999999,15.222511,4.750308,,11.856034,32.598972,37.115093,11.267623,,6.025434,8.267392,25.45598,21.774662,33.170425
2000-01-25,29.791220000000006,8.5541,,,1.1044040000000002,,15.638579,20.0,,32.821606,6.198131,23.709589,14.432145000000002,43.052643,19.00178,279.3125,7.222096,6.319469000000002,15.634919,11.90625,,,33.440182,,6.5521699999999985,14.714775,,,2.009874,69.25,12.925264,,14.188238,36.339294,1000.465881,37.264511,,,3.937896,28.081064,13.520782999999998,,,2.802083,,6.71767,19.277527,2.34375,,12.397211,8.214927000000001,9.349327,,26.192774,7.89088,15.891371,4.645005,,12.1506,32.160872999999995,35.51264600000001,11.091014,,5.648844,8.245975,25.657383,19.257992,34.325863
2000-01-26,31.401012,8.572147,,,1.209132,,15.18866,18.5,,31.283089,6.213595,24.124819,15.154882999999998,43.450169,19.269409,277.5,7.636478,6.550104,15.504354,12.15625,,,33.878741999999995,,6.408022,14.915792,,,1.929708,64.8125,13.073829,,14.538898,36.654785,1025.371216,35.855099,,,3.806633,29.202629,13.927564000000002,,,3.354167,,6.9918619999999985,19.248758,2.296875,,12.920471,8.232937,9.476359,,27.130543,7.742395,16.606377,4.680107,,12.224238,32.101116,35.771095,11.126335,,6.05967,8.438736,23.039284,18.984446,35.529419
2000-01-27,31.380632,8.896989999999997,,,1.309099,,15.561008,18.46875,,32.76762,6.023813,24.166344,14.883857999999998,43.529675,18.887087,281.125,7.547682000000001,6.665425,15.700204,11.890625,,,34.810673,,6.368056,14.915792,,,1.923982,66.9375,13.049066,,14.484953,37.386162,1022.941528,34.614841,,,3.937896,28.413366,13.81134,,,3.145833,,7.0310320000000015,18.385586,2.4375,,12.51796,8.115846000000001,9.311216,,27.16288,7.678758,15.752992,4.563103,,12.273332,32.101116,36.184639,11.620839,,6.025434,8.695747,24.247637,18.273214000000007,35.770145
2000-01-28,30.076517,9.203781,,,1.247215,,14.288822,17.625,,32.983551,6.016784,23.875683,15.177466,43.291172,18.237125,270.0625,7.7252740000000015,6.50398,15.439074,11.8125,,,35.304054,,6.32809,14.674563,,,1.901077,61.6875,12.801457,,14.242193,36.310627,991.354004,34.107449,,,3.937896,29.576496,13.482043,,,3.052083,,6.952692999999999,17.349773000000006,2.679688,,12.155706,8.052505,9.057159,,26.289778,7.65755,15.360899,4.609905,,12.101505,30.587675,36.391415,11.091014,,5.956962,8.8671,23.683733,17.616685999999994,34.518436
2000-01-31,30.524811,9.40229,,,1.19009,,13.668242,18.0,,34.603043,5.98867,23.0037,15.696936,42.098572,18.122421,249.125,7.547682000000001,6.665425,15.406431,10.9375,,,35.358871,,6.354734,14.915792,,,1.912529,64.5625,12.900503,,14.457977,37.802044,1014.4375,32.359798,,,3.806633,29.950348,13.152733,,,2.90625,,7.148542999999999,17.781359,2.484375,,11.914204,8.106797,9.06986,,26.580811,7.65755,15.360899,4.808808999999999,,12.199691,29.950434,34.737259,11.267623,,5.717314,9.059861,24.086529,17.999670000000005,35.24056599999999
2000-02-01,30.687815000000004,9.492526,,,1.285297,,13.869931,18.28125,,34.872952000000005,6.368232,23.211313,16.013136,45.159557,18.73415,239.0625,7.518084,6.480914,15.536994,11.09375,,,36.290813,,6.354734,14.835382,,,1.923982,67.4375,12.900503,,14.538898,38.77721,994.998779,34.953094,,,3.92477,29.950348,13.385185,,,2.984375,,6.9918619999999985,17.781359,2.570313,,12.034956,8.251561,9.565276,,25.966413,7.551485,15.545409,4.6216040000000005,,12.543344,31.08551,34.840622,11.444233,,5.683079,8.974191000000003,23.603178,18.273214000000007,35.721981
2000-02-02,30.158012,9.546668,,,1.32338,,15.21969,18.03125,,34.252151,6.227653,23.626545,16.035719,48.657833,18.581221,233.625,7.532883999999999,6.50398,15.569641,12.625,,,37.551697,,6.154899,14.996201999999998,,,1.889625,69.4375,12.900503,,14.511923,37.672966,994.391724,35.404099,,,3.964147,29.908817,13.462667,,,3.125,,7.050619,18.212948,2.796875,,12.034956,8.206325,9.603386,,26.128105,7.275728999999999,15.799118,4.785407,,12.346972,30.169472,35.874477,11.302943,,6.470495,8.481569,22.87817,17.835531,34.662849
2000-02-03,29.893118,9.600808,,,1.337662,,17.143482000000002,19.5,,34.711009999999995,6.269828,24.332434,16.238985,49.452885,18.810617,245.375,7.3700899999999985,6.50398,15.406431,14.0,,,38.483616,,6.2881230000000015,14.835382,,,1.923982,84.1875,13.049066,,14.997457,37.371819,984.672241,36.080605,,,3.937896,31.404259000000003,13.113997,,,3.223958,,7.540246000000002,18.270506,2.898438,,11.994699,8.296797999999999,9.577978,,25.881531,7.339364999999999,15.245576000000002,4.691806,,12.666078,30.786793,36.70155,10.879086,,5.956962,8.909936,22.555937,17.999670000000005,35.24056599999999
2000-02-04,29.037271,9.943694,,,1.199611,,18.369123,19.28125,,32.497707,6.297943,25.204414,15.877625,48.498814,18.887087,235.0,7.266494000000002,6.411724,15.439074,13.65625,,,37.167938,,6.194867,14.955998999999998,,,1.889625,78.5625,12.652896,,14.70075,37.04199600000001,979.2052,36.475239,,,3.872263,30.988852,13.113997,,,3.796875,,7.305223,17.982771,2.984375,,12.31671,8.30585,9.832036,,26.20895,7.318155,14.738158,4.586504,,13.304295000000002,30.806725,36.236328,10.455223,,5.888493,9.338296,22.636497,17.94495,37.021851
2000-02-07,28.568605,9.763226,,,1.142487,,19.129333,20.65625,,34.549057,6.269828,25.28746,15.448486,50.565983,18.848848,228.625,7.192498,6.411724,15.373796,13.421875,,,38.154705,,6.194867,15.116813,,,1.883899,75.0,12.578615,,14.538898,37.271442,948.832886,34.840340000000005,,,3.846009,28.621073,12.784695,,,3.986979,,7.207297,17.810135,3.1875,,12.075204,8.251561,9.53987,,26.014929,7.318155,13.769454,4.680107,,13.058826,30.328802000000003,35.874477,10.596508,,5.82002,9.059861,22.515661,17.780815,37.936577
2000-02-08,28.588985,9.85346,,,1.123445,,20.789383,20.6875,,36.465454,5.173309,24.955276,15.154882999999998,50.24795200000001,18.466516,240.9375,7.1185,6.319469000000002,15.243232999999998,12.859375,,,38.045055,,6.208191,14.151907,,,1.7865540000000002,83.125,12.628132,,14.637769,37.400494,932.431885,37.884651,,,3.754126,28.413366,12.707214,,,4.15625,,7.266050999999999,17.982771,3.0664,,11.833699,7.64536,9.84474,,26.095774,7.466638,14.346065,4.574802,,13.157012,30.269045,34.737259,10.349257,,5.717314,9.252627,23.401791,17.835531,38.225418
2000-02-09,28.568605,10.412902,,,1.10678,,21.735765,21.03125,,37.086254,4.779689,26.657717,14.929031,48.18079,17.510693,234.875,7.000106,6.227213,15.210593,12.96875,,,37.222771,,6.2481550000000015,12.82517,,,1.7980060000000002,80.25,12.504322,,14.308210999999998,35.923412,945.795471,37.771889,,,3.622863,28.537991,12.126088,,,4.479167,,7.266050999999999,17.637501,3.0,,11.833699,7.591075,9.42554,,25.94216,7.530276,14.000099,4.3759,,12.837907,29.293268,33.910168,10.102007,,5.888493,9.274044,23.119844,17.835531,37.647709000000006
2000-02-10,28.038805,10.142203,,,1.099643,,22.651117000000006,21.25,,35.790657,4.5266470000000005,26.408579,14.906437,48.777077,17.166598999999998,229.0,7.059303999999999,6.227213,15.275873,13.90625,,,37.167938,,6.341412,13.187006,,,1.820911,76.1875,12.331,,13.896264000000002,35.450157,916.638306,39.632294,,,3.583485,27.956442,11.796783,,,4.291667,,7.226882000000002,17.436096,3.09375,,11.793452,7.536789,9.362032,,25.934069,7.381789,13.90784,4.481201,,12.592441,27.819639,33.083092,9.78411,,5.614609,9.295461,22.87817,16.741318,36.973705
2000-02-11,27.040335,9.817361,,,1.132966,,22.449432,22.75,,35.412781,4.498531,26.616194,14.409563,47.942272,16.478410999999998,233.0625,6.91131,5.904321,15.210593,15.6875,,,35.90708499999999,,6.434669,13.950886,,,1.746471,76.1875,12.281472,,13.978653,35.220718,921.497864,39.914173,,,3.465347,26.834843,11.157552,,,4.932292,,7.050619,17.436096,3.09375,,11.270191,7.310594999999998,9.349327,,25.869408,7.212095,13.631067000000002,4.3056980000000005,,12.837907,26.903603000000004,32.772942,9.74879,,5.854257,9.295461,22.515661,16.522485999999994,35.433155
2000-02-14,27.019964,10.124158,,,1.094883,,22.24774,21.625,,36.924305,4.386068,26.491627,14.11595,48.618073,17.548925,230.375,6.467327,6.065768,15.471719,15.625,,,37.825779,,6.487955,13.669459,,,1.735019,74.4375,12.380523,,13.951189,35.335434,910.563843,40.477936,,,3.4390940000000003,23.594725,11.971121,,,4.828125,,7.110369,17.522415,3.75,,11.632446,7.1658300000000015,9.514462,,25.869408,7.318155,13.584939000000002,4.416219,,12.666078,26.565069,32.256012,10.525867,,6.230848,9.274044,21.830927,16.577196,35.721981
2000-02-15,29.057665000000004,10.142203,,,1.066321,,22.061565,21.75,,37.302193,4.498531,26.117918,14.143106,52.07659500000001,17.740095,222.5,6.556125,6.227213,15.504354,18.75,,,35.742622,,6.687794,13.991091,,,1.7521970000000002,73.8125,12.331,,13.758951,36.511383,937.291443,41.154446,,,3.334084,22.597754,12.397276,,,4.7395830000000005,,7.0506199999999986,17.033279,3.96875,,11.672699,7.012017,9.349327,,25.352028,7.339364999999999,14.000099,4.522492,,12.886998,26.923521,32.669548,11.091014,,5.991198000000002,9.616735,21.750366,16.303637,34.999846999999995
2000-02-16,28.792755,10.015882,,,1.067509,,24.37322,21.875,,38.084927,4.653168,25.951826,14.029963,51.520061,17.128373999999994,246.125,6.5857220000000005,5.996575,15.243232999999998,22.0625,,,34.460758,,6.634503,13.830274,,,1.740746,70.6875,12.256714,,13.48432,35.299576,913.601074,41.492702,,,3.3472089999999994,21.18541,12.145452,,,5.5833330000000005,,6.951033,16.975742,3.710938,,11.431196,7.0753520000000005,8.89202,,25.125664,7.234222999999999,13.169779,4.616956,,12.837907,26.365938,32.669548,11.302943,,6.05967,9.423968,21.508696,17.507269,34.085152
2000-02-17,29.220675,9.889554,,,1.068697,,25.211,21.5,,37.976974,4.533676,25.619644,13.690529000000002,61.696865,17.434229000000002,252.0,6.718918,6.0888300000000015,15.308514,21.03125,,,34.570511,,6.5945350000000005,13.669459,,,1.7865540000000002,69.0,12.083386,,13.374467,33.944408,900.236816,40.590691,,,3.517853,20.728462,11.990497,,,5.9583330000000005,,6.7916979999999985,16.716784,3.835938,,11.592194,7.012017,8.637966,,24.883139,7.212497,12.662361,4.593338,,12.420612,27.441282,32.928024,11.691489,,5.888493,9.359715,21.750366,17.507269,35.866432
2000-02-18,28.548231,9.42034,,,1.028238,,24.388735,21.5,,38.003963,4.350923000000001,24.789185,13.645269,59.629696,16.554873999999998,241.6875,6.659721,5.881256,15.569641,19.0,,,35.887478,,6.447989,13.508642000000002,,,1.7980060000000002,64.75,11.984341,,13.154768,31.721584000000004,869.257141,38.561142,,,3.2947050000000004,20.645388,11.680562,,,5.7083330000000005,,6.751863,15.939926000000002,3.65625,,11.229939,6.776776,8.841213,,24.31724,6.995253999999999,12.47785,4.392604,,12.07696,26.405767,31.945862,11.196979,,5.717314,9.423968,20.944801,17.452552999999998,36.733002
2000-02-22,29.383684,9.6369,,,1.018717,,24.396477,20.90625,,37.113247,4.414183,24.332434,13.486863,58.19857800000001,17.013666,242.125,6.496926,5.881256,15.536994,18.78125,,,35.558231,,6.394703,13.749872,,,1.912529,63.5625,12.058627,,13.374467,31.922354,843.137085,36.98262,,,3.307831,20.229988,11.874272,,,5.625,,6.751863,16.285201999999998,3.734375,,11.592194,6.794872,8.752289,,24.05855,7.169047,12.916067,4.345372,,11.905131,25.947754,31.894163,10.702477,,5.717314,9.402553,20.823965,17.288422,37.888424
2000-02-23,30.291824,9.275969,,,0.994916,,24.730057,20.53125,,36.357479,4.5266470000000005,24.290911,13.260573999999998,62.968964,16.631334,252.0625,6.422929,5.812067,15.602279,19.0,,,35.613113,,6.2881230000000015,13.428232,,,1.860994,70.4375,11.984341,,13.182232,31.692923,830.988037,39.068542,,,3.255325,19.689966,11.719302,,,5.8645830000000005,,6.7717800000000015,16.08379,3.90625,,11.471444,6.695346000000002,8.650667,,23.799852,6.93008,12.61623,4.144633,,11.659668,25.808357,31.428944,10.596508,,5.648844,9.616735,21.025356,16.741318,37.358852
2000-02-24,29.861145,9.167686,,,0.999676,,26.405617,21.28125,,36.654388,4.56179,25.827257,12.89851,67.89834599999999,16.134304,274.8125,6.452528,5.6736830000000005,15.406431,19.8125,,,34.680252,,6.194867,13.468436,,,1.838089,68.4375,11.439601,,12.715357,29.828623,807.905212,38.786652,,,3.150316,18.676123,11.235035,,,5.828125,,6.532778,15.565895,4.039063,,11.310446,6.59582,8.282286000000001,,23.896872,6.9083570000000005,11.970426,4.073784,,10.75144,25.429981,30.240021,10.561186,,5.4776669999999985,9.102698,20.219791,17.069582,38.129139
2000-02-25,28.13838,9.257922,,,0.971114,,24.450796,20.25,,36.492443,4.625053,25.744215,12.694851,68.772911,15.981379,267.0625,6.304535,5.650619,15.341148,20.21875,,,35.009495,,6.061646,13.213884,,,1.7980060000000002,69.125,11.439601,,12.385803,28.623999,812.764709,38.335648,,,2.940295,18.426004,11.157552,,,5.924479,,6.453112,15.508337,4.203125,,11.431196,6.604867,8.485533,,23.884743,6.886628999999999,12.016556,4.014744,,10.947817,24.732992000000007,30.343401,10.419902,,5.306489,9.017022,19.978119,16.90546,36.54042800000001
2000-02-28,28.363974,9.564715,,,0.956833,,24.280136,18.875,,37.059265,4.442299,25.453552,13.373724,64.241043,15.981379,256.75,6.40813,5.650619,15.536994,20.65625,,,35.0644,,6.048323,12.84909,,,1.838089,65.75,11.910064,,12.632968,30.430923,847.389038,40.759819,,,3.045305,20.010126,11.021954,,,6.625,,6.612447,15.39325,4.171875,,11.270191,6.794872,9.285816,,23.844183,6.9083570000000005,13.008322,4.026553,,10.996907,24.61351,30.503172,10.20797,,5.340726,9.059861,20.058678,16.958147,36.973705
2000-02-29,28.938223,9.528622,,,0.966353,,25.319603,19.75,,36.19553,4.625053,26.117918,13.23794,66.069702,15.751982,261.25,6.274936,5.558364,15.961325,21.3125,,,35.119251,,5.995029,12.768021,,,1.849542,68.875,11.885303,,12.358339,30.789452,859.5380859999998,44.424248,,,3.058431,19.218067,10.866988,,,6.8958330000000005,,6.552694,15.479566,4.429688,,11.229939,6.442009,9.717709,,23.945591,6.995253999999999,13.538807,4.085595,,10.82508,24.653339000000006,29.465652,10.102007,,5.272256,9.381135,20.461462,17.01302,37.310711
2000-03-01,28.261429,9.763226,,,1.1044040000000002,,24.916225,20.25,,35.38579199999999,5.960553,26.740763,13.373724,69.408966,15.866678,278.625,6.319335,5.373854,15.993965,28.875,,,33.85714,,5.941744,13.051752,,,1.872447,65.875,11.687208,,12.111175,31.090609000000004,870.9645390000002,44.08601,,,3.124063,17.925747,10.808879,,,6.90625,,6.51286,15.853616,4.242188,,11.390945,6.460104,9.717709,,24.006414000000003,6.691112,13.400419,4.215482,,10.800532,24.872391,30.399426,10.278617,,5.238018,9.402553,20.139233,17.122776,37.840294
2000-03-02,28.240925,9.672994,,,1.1044040000000002,,20.013659,19.625,,37.626083,6.276857,26.782286,13.124796,66.974052,15.599043,268.0,6.18614,5.512237,15.667562,24.1875,,,33.143806,,5.861809,12.565354,,,1.843816,62.5625,11.46436,,12.111175,30.646034000000004,846.045044,43.747746,,,3.137189,17.258736,10.673279,,,7.0833330000000005,,6.592528999999999,15.652198,4.421875,,11.097701,6.351532,9.349327,,24.010466,6.625941,13.446554,4.451644,,10.75144,25.489733,30.555048,10.243294,,5.203782,9.145535,19.897562,16.628853,37.744007
2000-03-03,29.368923,9.3662,,,1.128206,,22.495975,20.75,,37.545101,6.009757,28.069496,13.260573999999998,68.693428,16.096073,268.375,6.437728,5.5353,15.765484,24.90625,,,32.375549,,5.848487,12.565354,,,1.860994,62.5,11.563406,,12.001319,30.631702,849.691772,45.890026,,,3.005926,17.425491,11.273769,,,7.5,,6.712034,16.221781,4.75,,11.016701,6.3243870000000015,9.552574,,24.010466,6.625941,13.331231,4.380796,,10.677802,25.370243,31.073812,9.960722,,5.614609,9.059861,20.823965,16.903254999999998,39.573437
2000-03-06,28.630598,9.023314,,,1.094883,,21.301357,23.75,,35.142872,5.791857,27.40513,13.102168,101.131966,15.484346,254.0,6.171341,5.742875,15.700204,25.09375,,,32.101196,,5.821841,12.44375,,,1.820911,63.9375,11.167228,,11.506986,29.656527,824.164795,46.002773,,,2.914042,16.174862,11.370625,,,7.669271000000001,,6.413278,15.645516,4.492188,,11.664737,6.116287000000002,9.14608,,24.334929,6.712837,12.708493,4.368988,,10.481428,24.852488,30.762564,9.854754,,5.443432,8.824262,20.340622,17.01302,38.129139
2000-03-07,27.15395,8.5541,,,1.04728,,20.153288,27.5,,34.387108000000005,5.756713,26.906855,12.604331,90.319115,14.796153,262.4375,6.038145,5.5353,15.471719,25.503901000000006,,,31.826817,,5.888454,12.038413,,,1.7922810000000002,63.5,11.297942,,11.864001,28.996864,791.951599,44.762505,,,2.743399,16.341604,10.479577,,,7.401041999999999,,6.333608,14.982817,4.203125,,11.219213,5.980571,8.460124,,23.880695000000006,6.6042130000000006,12.178008,4.675995,,10.45688,23.438599,30.814438,10.243294,,5.203782,8.781426,19.253107,16.299572,38.129139
2000-03-08,27.092426,8.951128,,,1.004436,,19.625793,26.75,,33.793293,6.0870739999999985,26.533148,12.626962,96.679596,15.178482,265.0,6.334134,5.812067,15.700204,25.09375,,,31.113455,,6.088286,11.714152,,,1.76365,63.625,11.348606,,11.754153,28.165104,807.146484,48.652447,,,2.717146,15.966414000000002,10.828247,,,7.104167,,6.552694,15.328575,4.070313,,11.421725,5.790571,8.917428,,23.621109,6.778011,12.570105,4.640573000000002,,10.555067,23.339029,32.007591,10.737797,,5.046176999999999,8.995612,19.817005,16.244699,37.695858
